what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264686472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264687714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264704026
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586264705249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1586264706156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264706436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264707900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264708224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264710445
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586264716614
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586264716678
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586264719726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264724932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264750714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264750972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264752331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264752633
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1586264752643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264758488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264759975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264765945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264766014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264766030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264773403
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1586264773415
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586264775025
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586264775301
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586264776610
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586264777137
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586264781013
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586264782554
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586264784662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264786755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264788653
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1586264788663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1586264788663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264788674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264792188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264796057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264799512
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1586264799743
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586264801291
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586264801571
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586264806720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264811414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264860132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264861795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264862103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264863674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264865504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264866324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264869885
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586264870973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264874208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264876849
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1586264876856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1586264876856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264876868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264880419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264883129
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586264884871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264885109
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586264885113
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586264890292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264896435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264901905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264902526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264907426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264907492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264908243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264908259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264909247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264909715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264922006
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586264922027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1586264922352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1586264922605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264924325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264926227
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264927732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264929801
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586264935218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1586264938899
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586264945010
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1586264946366
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1586264946381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264946413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264947965
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.popupmenu.sync",1586264949348
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586264949356
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.popupmenu.addtobuild",1586264952480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264953181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264956727
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.popupmenu.addtobuild",1586264969720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264970367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264973942
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586264974788
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1586264975484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264976196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264982083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264994841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586264996748
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1586264997471
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586264999903
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265000006
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1586265000030
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265001121
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265006315
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265006315
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586265006692
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.popupmenu.addtobuild",1586265014790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265015442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265019025
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1586265021750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265022366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265026637
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1586265029030
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1586265029066
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1586265029468
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265031120
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265031221
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586265038126
executed,command,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.popupmenu.addtobuild",1586265041113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265041766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265045356
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1586265051381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265051744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265059242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265059266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265062650
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265064333
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265065052
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265065702
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265069485
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586265069720
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265075451
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586265081873
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265082113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1586265083256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1586265083854
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586265086580
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265087889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1586265088542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1586265088804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1586265089440
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265095379
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586265095615
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265101425
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1586265103149
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265104513
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586265116585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265120479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265121691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265136946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265144849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265153300
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265155486
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1586265155721
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265157238
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1586265157467
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265163026
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1586265167055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265175608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265182606
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1586265182616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1586265182616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265185165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265189053
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1586265189060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1586265189060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265197975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265199910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265206975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265209124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265211008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265212857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265214192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265216317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265221922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265223289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265229265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265229336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265229352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1586265234045
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1586265234056
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1586265235689
